"Year","DHB","Population","Month","Count","PopulationInterpolated"
2008,"Auckland",436000,"February",71,434293
2009,"Auckland",441000,"February",75,438872
2010,"Auckland",445900,"February",57,443784
2011,"Auckland",451700,"February",49,449311
2012,"Auckland",456000,"February",35,454438
2013,"Auckland",460500,"February",45,458118
2014,"Auckland",471900,"February",56,466225
1997,"Counties Manukau",NA,"February",66,NA
1998,"Counties Manukau",NA,"February",60,NA
1999,"Counties Manukau",NA,"February",47,NA
2000,"Counties Manukau",NA,"February",71,NA
2001,"Counties Manukau",NA,"February",49,NA
2002,"Counties Manukau",NA,"February",91,NA
2003,"Counties Manukau",NA,"February",109,NA
2004,"Counties Manukau",NA,"February",97,NA
2005,"Counties Manukau",NA,"February",110,NA
2006,"Counties Manukau",454800,"February",146,451508
2007,"Counties Manukau",461600,"February",104,458927
2008,"Counties Manukau",467400,"February",49,465063
2009,"Counties Manukau",472900,"February",56,470590
2010,"Counties Manukau",478900,"February",42,476305
2011,"Counties Manukau",485600,"February",25,482765
2012,"Counties Manukau",491500,"February",46,489376
2013,"Counties Manukau",496300,"February",39,493705
2014,"Counties Manukau",509200,"February",43,503132
1997,"Waikato",NA,"February",83,NA
1998,"Waikato",NA,"February",68,NA
1999,"Waikato",NA,"February",57,NA
2000,"Waikato",NA,"February",76,NA
2001,"Waikato",NA,"February",62,NA
2002,"Waikato",NA,"February",94,NA
2003,"Waikato",NA,"February",104,NA
2004,"Waikato",NA,"February",123,NA
2005,"Waikato",NA,"February",100,NA
2006,"Waikato",350200,"February",120,348543
2007,"Waikato",353800,"February",96,352336
2008,"Waikato",357500,"February",44,355884
2009,"Waikato",362000,"February",64,360046
2010,"Waikato",366800,"February",56,364802
2011,"Waikato",371300,"February",61,369510
2012,"Waikato",374800,"February",54,373487
2013,"Waikato",377900,"February",47,376440
2014,"Waikato",383500,"February",54,380871
1997,"Lakes",NA,"February",6,NA
1998,"Lakes",NA,"February",10,NA
1999,"Lakes",NA,"February",10,NA
2000,"Lakes",NA,"February",12,NA
2001,"Lakes",NA,"February",17,NA
2002,"Lakes",NA,"February",17,NA
2003,"Lakes",NA,"February",43,NA
2004,"Lakes",NA,"February",24,NA
2005,"Lakes",NA,"February",22,NA
2006,"Lakes",101500,"February",34,101612
2007,"Lakes",101400,"February",25,101413
2008,"Lakes",101500,"February",15,101444
2009,"Lakes",101800,"February",22,101616
2010,"Lakes",102600,"February",11,102256
2011,"Lakes",103100,"February",18,102938
2012,"Lakes",103300,"February",11,103263
2013,"Lakes",103200,"February",12,103230
2014,"Lakes",103600,"February",9,103344
1997,"Bay of Plenty",NA,"February",21,NA
1998,"Bay of Plenty",NA,"February",26,NA
1999,"Bay of Plenty",NA,"February",24,NA
2000,"Bay of Plenty",NA,"February",16,NA
2001,"Bay of Plenty",NA,"February",29,NA
2002,"Bay of Plenty",NA,"February",36,NA
2003,"Bay of Plenty",NA,"February",42,NA
2004,"Bay of Plenty",NA,"February",56,NA
2005,"Bay of Plenty",NA,"February",31,NA
2006,"Bay of Plenty",200800,"February",62,199306
2007,"Bay of Plenty",203600,"February",57,202540
2008,"Bay of Plenty",205900,"February",23,204946
2009,"Bay of Plenty",208400,"February",30,207331
2010,"Bay of Plenty",211000,"February",30,209914
2011,"Bay of Plenty",213200,"February",18,212442
2012,"Bay of Plenty",213900,"February",19,213693
2013,"Bay of Plenty",215000,"February",17,214407
2014,"Bay of Plenty",217400,"February",30,216216
1997,"Tairawhiti",NA,"February",4,NA
1998,"Tairawhiti",NA,"February",3,NA
1999,"Tairawhiti",NA,"February",4,NA
2000,"Tairawhiti",NA,"February",8,NA
2001,"Tairawhiti",NA,"February",4,NA
2002,"Tairawhiti",NA,"February",8,NA
2003,"Tairawhiti",NA,"February",13,NA
2004,"Tairawhiti",NA,"February",8,NA
2005,"Tairawhiti",NA,"February",17,NA
2006,"Tairawhiti",45900,"February",1,45905
2007,"Tairawhiti",45900,"February",8,45894
2008,"Tairawhiti",46000,"February",3,45939
2009,"Tairawhiti",46300,"February",1,46147
2010,"Tairawhiti",46700,"February",5,46559
2011,"Tairawhiti",46800,"February",3,46767
2012,"Tairawhiti",47000,"February",7,46922
2013,"Tairawhiti",47000,"February",4,47012
2014,"Tairawhiti",47100,"February",4,47034
1997,"Taranaki",NA,"February",16,NA
1998,"Taranaki",NA,"February",16,NA
1999,"Taranaki",NA,"February",14,NA
2000,"Taranaki",NA,"February",12,NA
2001,"Taranaki",NA,"February",14,NA
2002,"Taranaki",NA,"February",34,NA
2003,"Taranaki",NA,"February",27,NA
2004,"Taranaki",NA,"February",32,NA
2005,"Taranaki",NA,"February",26,NA
2006,"Taranaki",107400,"February",34,107390
2007,"Taranaki",107700,"February",42,107528
2008,"Taranaki",108400,"February",7,108057
2009,"Taranaki",109500,"February",30,109002
2010,"Taranaki",110800,"February",39,110252
2011,"Taranaki",112000,"February",10,111532
2012,"Taranaki",112900,"February",17,112551
2013,"Taranaki",113800,"February",15,113392
2014,"Taranaki",115000,"February",11,114491
1997,"Hawke's Bay",NA,"February",22,NA
1998,"Hawke's Bay",NA,"February",24,NA
1999,"Hawke's Bay",NA,"February",34,NA
2000,"Hawke's Bay",NA,"February",35,NA
2001,"Hawke's Bay",NA,"February",27,NA
2002,"Hawke's Bay",NA,"February",51,NA
2003,"Hawke's Bay",NA,"February",41,NA
2004,"Hawke's Bay",NA,"February",35,NA
2005,"Hawke's Bay",NA,"February",48,NA
2006,"Hawke's Bay",152600,"February",40,152072
2007,"Hawke's Bay",153400,"February",40,153122
2008,"Hawke's Bay",154000,"February",27,153742
2009,"Hawke's Bay",155000,"February",15,154474
2010,"Hawke's Bay",156800,"February",27,156050
2011,"Hawke's Bay",157800,"February",19,157524
2012,"Hawke's Bay",158000,"February",19,157937
2013,"Hawke's Bay",158500,"February",21,158231
2014,"Hawke's Bay",159400,"February",21,158989
2015,"Northland",168300,"February",16,167153
2015,"Waitemata",575600,"February",55,569750
2015,"Auckland",490000,"February",43,481711
2015,"Counties Manukau",521700,"February",35,517224
2015,"Waikato",390600,"February",31,387554
2015,"Lakes",104800,"February",9,104189
2015,"Bay of Plenty",221500,"February",26,219559
2015,"Tairawhiti",47400,"February",1,47247
2015,"Taranaki",115900,"February",13,115606
2015,"Hawke's Bay",160500,"February",15,160030
2015,"Whanganui",62600,"February",6,62330
2015,"MidCentral",172100,"February",14,171354
2015,"Hutt Valley",144000,"February",23,143873
2015,"Capital and Coast",301100,"February",37,299190
2015,"Wairarapa",43200,"February",3,43040
2015,"Nelson Marlborough",144800,"February",17,143969
2015,"West Coast",32700,"February",6,32714
2015,"Canterbury",526100,"February",52,521371
2015,"South Canterbury",58600,"February",8,58390
2015,"Southern",314000,"February",46,312324
1997,"Hawke's Bay",NA,"March",21,NA
1998,"Hawke's Bay",NA,"March",26,NA
1999,"Hawke's Bay",NA,"March",28,NA
2000,"Hawke's Bay",NA,"March",20,NA
2001,"Hawke's Bay",NA,"March",25,NA
2002,"Hawke's Bay",NA,"March",21,NA
2003,"Hawke's Bay",NA,"March",32,NA
2004,"Hawke's Bay",NA,"March",47,NA
2005,"Hawke's Bay",NA,"March",23,NA
2006,"Hawke's Bay",152600,"March",32,152191
2007,"Hawke's Bay",153400,"March",28,153183
2008,"Hawke's Bay",154000,"March",16,153791
2009,"Hawke's Bay",155000,"March",13,154563
2010,"Hawke's Bay",156800,"March",23,156209
2011,"Hawke's Bay",157800,"March",16,157595
2012,"Hawke's Bay",158000,"March",32,157946
2013,"Hawke's Bay",158500,"March",25,158279
2014,"Hawke's Bay",159400,"March",28,159068
2015,"Hawke's Bay",160500,"March",15,160123
1997,"Whanganui",NA,"March",7,NA
1998,"Whanganui",NA,"March",9,NA
1999,"Whanganui",NA,"March",1,NA
2000,"Whanganui",NA,"March",8,NA
2001,"Whanganui",NA,"March",10,NA
2002,"Whanganui",NA,"March",10,NA
2003,"Whanganui",NA,"March",9,NA
2004,"Whanganui",NA,"March",20,NA
2005,"Whanganui",NA,"March",9,NA
2006,"Whanganui",64000,"March",14,64210
2007,"Whanganui",63500,"March",10,63645
2008,"Whanganui",63200,"March",7,63276
2009,"Whanganui",63100,"March",8,63118
2010,"Whanganui",63100,"March",12,63091
2011,"Whanganui",63000,"March",3,63094
2012,"Whanganui",62400,"March",7,62583
2013,"Whanganui",62300,"March",7,62304
2014,"Whanganui",62200,"March",3,62218
1997,"MidCentral",NA,"March",23,NA
1998,"MidCentral",NA,"March",29,NA
1999,"MidCentral",NA,"March",19,NA
2000,"MidCentral",NA,"March",19,NA
2001,"MidCentral",NA,"March",17,NA
2002,"MidCentral",NA,"March",27,NA
2003,"MidCentral",NA,"March",16,NA
2004,"MidCentral",NA,"March",22,NA
2005,"MidCentral",NA,"March",10,NA
2006,"MidCentral",164000,"March",20,163969
2007,"MidCentral",164100,"March",29,164054
2008,"MidCentral",164500,"March",6,164300
2009,"MidCentral",165500,"March",14,165133
2010,"MidCentral",166600,"March",12,166219
2011,"MidCentral",167800,"March",17,167424
2012,"MidCentral",168500,"March",13,168342
2013,"MidCentral",168900,"March",14,168702
2014,"MidCentral",170300,"March",26,169737
1997,"Hutt Valley",NA,"March",28,NA
1998,"Hutt Valley",NA,"March",48,NA
1999,"Hutt Valley",NA,"March",33,NA
2000,"Hutt Valley",NA,"March",41,NA
2001,"Hutt Valley",NA,"March",21,NA
2002,"Hutt Valley",NA,"March",32,NA
2003,"Hutt Valley",NA,"March",46,NA
2004,"Hutt Valley",NA,"March",75,NA
2005,"Hutt Valley",NA,"March",30,NA
2006,"Hutt Valley",140900,"March",48,140498
2007,"Hutt Valley",141200,"March",30,141210
2008,"Hutt Valley",141100,"March",21,141083
2009,"Hutt Valley",141700,"March",24,141451
2010,"Hutt Valley",142400,"March",25,142168
2011,"Hutt Valley",142900,"March",13,142822
2012,"Hutt Valley",142500,"March",11,142669
2013,"Hutt Valley",142500,"March",5,142388
2014,"Hutt Valley",143400,"March",12,143060
1997,"Capital and Coast",NA,"March",74,NA
1998,"Capital and Coast",NA,"March",124,NA
1999,"Capital and Coast",NA,"March",67,NA
2000,"Capital and Coast",NA,"March",81,NA
2001,"Capital and Coast",NA,"March",55,NA
2002,"Capital and Coast",NA,"March",76,NA
2003,"Capital and Coast",NA,"March",127,NA
2004,"Capital and Coast",NA,"March",140,NA
2005,"Capital and Coast",NA,"March",65,NA
2006,"Capital and Coast",278000,"March",113,276791
2007,"Capital and Coast",280500,"March",90,279806
2008,"Capital and Coast",282500,"March",31,281762
2009,"Capital and Coast",285300,"March",53,284363
2010,"Capital and Coast",287700,"March",40,286896
2011,"Capital and Coast",290400,"March",31,289528
2012,"Capital and Coast",292200,"March",29,291736
2013,"Capital and Coast",293500,"March",24,292945
2014,"Capital and Coast",296700,"March",47,295429
1997,"Wairarapa",NA,"March",2,NA
1998,"Wairarapa",NA,"March",7,NA
1999,"Wairarapa",NA,"March",5,NA
2000,"Wairarapa",NA,"March",3,NA
2001,"Wairarapa",NA,"March",2,NA
2002,"Wairarapa",NA,"March",8,NA
2003,"Wairarapa",NA,"March",12,NA
2004,"Wairarapa",NA,"March",6,NA
2005,"Wairarapa",NA,"March",4,NA
2006,"Wairarapa",39600,"March",4,39618
2007,"Wairarapa",39800,"March",5,39698
2008,"Wairarapa",40200,"March",3,40064
2009,"Wairarapa",40600,"March",3,40453
2010,"Wairarapa",41200,"March",9,40982
2011,"Wairarapa",41800,"March",9,41628
2012,"Wairarapa",42100,"March",5,42018
2013,"Wairarapa",42400,"March",3,42288
2014,"Wairarapa",42800,"March",3,42661
1997,"Nelson Marlborough",NA,"March",15,NA
1998,"Nelson Marlborough",NA,"March",12,NA
1999,"Nelson Marlborough",NA,"March",12,NA
2000,"Nelson Marlborough",NA,"March",24,NA
2001,"Nelson Marlborough",NA,"March",11,NA
2002,"Nelson Marlborough",NA,"March",12,NA
2003,"Nelson Marlborough",NA,"March",22,NA
2004,"Nelson Marlborough",NA,"March",18,NA
2005,"Nelson Marlborough",NA,"March",19,NA
2006,"Nelson Marlborough",133600,"March",33,133350
2007,"Nelson Marlborough",134600,"March",46,134232
2008,"Nelson Marlborough",135800,"March",11,135395
2009,"Nelson Marlborough",137000,"March",7,136595
2010,"Nelson Marlborough",138500,"March",23,137914
2011,"Nelson Marlborough",140500,"March",11,139910
2012,"Nelson Marlborough",141300,"March",26,141110
2013,"Nelson Marlborough",142100,"March",16,141807
2014,"Nelson Marlborough",143100,"March",16,142722
1997,"West Coast",NA,"March",4,NA
1998,"West Coast",NA,"March",3,NA
1999,"West Coast",NA,"March",3,NA
2000,"West Coast",NA,"March",2,NA
2001,"West Coast",NA,"March",1,NA
2002,"West Coast",NA,"March",5,NA
2003,"West Coast",NA,"March",4,NA
2004,"West Coast",NA,"March",7,NA
2005,"West Coast",NA,"March",3,NA
2006,"West Coast",32100,"March",5,31947
2007,"West Coast",32300,"March",4,32266
2008,"West Coast",32400,"March",5,32345
2009,"West Coast",32700,"March",4,32611
2010,"West Coast",32800,"March",11,32758
2011,"West Coast",33100,"March",3,33008
2012,"West Coast",33100,"March",4,33127
2013,"West Coast",33000,"March",4,33043
2014,"West Coast",32800,"March",1,32869
1997,"Canterbury",NA,"March",117,NA
1998,"Canterbury",NA,"March",219,NA
1999,"Canterbury",NA,"March",143,NA
2000,"Canterbury",NA,"March",171,NA
2001,"Canterbury",NA,"March",70,NA
2002,"Canterbury",NA,"March",188,NA
2003,"Canterbury",NA,"March",205,NA
2004,"Canterbury",NA,"March",143,NA
2005,"Canterbury",NA,"March",103,NA
2006,"Canterbury",483400,"March",202,480699
2007,"Canterbury",490500,"March",206,488256
2008,"Canterbury",496700,"March",55,494745
2009,"Canterbury",503200,"March",46,500620
2010,"Canterbury",509900,"March",75,509045
2011,"Canterbury",500900,"March",80,504555
2012,"Canterbury",497200,"March",82,497125
2013,"Canterbury",503700,"March",61,500763
2014,"Canterbury",514500,"March",52,510673
1997,"South Canterbury",NA,"March",16,NA
1998,"South Canterbury",NA,"March",16,NA
1999,"South Canterbury",NA,"March",13,NA
2000,"South Canterbury",NA,"March",25,NA
2001,"South Canterbury",NA,"March",16,NA
2002,"South Canterbury",NA,"March",21,NA
2003,"South Canterbury",NA,"March",14,NA
2004,"South Canterbury",NA,"March",19,NA
2005,"South Canterbury",NA,"March",27,NA
2006,"South Canterbury",55100,"March",35,55014
2007,"South Canterbury",55300,"March",19,55239
2008,"South Canterbury",55500,"March",9,55425
2009,"South Canterbury",55800,"March",12,55689
2010,"South Canterbury",56200,"March",9,56051
2011,"South Canterbury",56700,"March",12,56539
2012,"South Canterbury",57100,"March",20,56965
2013,"South Canterbury",57600,"March",11,57426
2014,"South Canterbury",58100,"March",32,57936
1997,"Northland",NA,"March",20,NA
1998,"Northland",NA,"March",26,NA
1999,"Northland",NA,"March",13,NA
2000,"Northland",NA,"March",14,NA
2001,"Northland",NA,"March",14,NA
2002,"Northland",NA,"March",15,NA
2003,"Northland",NA,"March",19,NA
2004,"Northland",NA,"March",25,NA
2005,"Northland",NA,"March",16,NA
2006,"Northland",152700,"March",24,151956
2007,"Northland",154600,"March",22,154007
2008,"Northland",156300,"March",15,155735
2009,"Northland",158200,"March",12,157506
2010,"Northland",160600,"March",12,159795
2011,"Northland",162500,"March",12,161982
2012,"Northland",163500,"March",20,163190
2013,"Northland",164700,"March",11,164283
2014,"Northland",166000,"March",8,165515
1997,"Waitemata",NA,"March",122,NA
1998,"Waitemata",NA,"March",134,NA
1999,"Waitemata",NA,"March",67,NA
2000,"Waitemata",NA,"March",61,NA
2001,"Waitemata",NA,"March",72,NA
2002,"Waitemata",NA,"March",142,NA
2003,"Waitemata",NA,"March",144,NA
2004,"Waitemata",NA,"March",133,NA
2005,"Waitemata",NA,"March",81,NA
2006,"Waitemata",504700,"March",152,501749
2007,"Waitemata",511700,"March",161,509609
2008,"Waitemata",517400,"March",64,515513
2009,"Waitemata",523600,"March",56,521440
2010,"Waitemata",530700,"March",58,528213
2011,"Waitemata",538500,"March",56,535947
2012,"Waitemata",545400,"March",46,543156
2013,"Waitemata",552800,"March",38,550142
2014,"Waitemata",562600,"March",52,559007
1997,"Southern",NA,"March",70,NA
1998,"Southern",NA,"March",94,NA
1999,"Southern",NA,"March",53,NA
2000,"Southern",NA,"March",112,NA
2001,"Southern",NA,"March",79,NA
2002,"Southern",NA,"March",68,NA
2003,"Southern",NA,"March",95,NA
2004,"Southern",NA,"March",82,NA
2005,"Southern",NA,"March",123,NA
2006,"Southern",294600,"March",149,294240
2007,"Southern",295700,"March",104,295322
2008,"Southern",297000,"March",42,296529
2009,"Southern",298700,"March",67,298088
2010,"Southern",301000,"March",69,300111
2011,"Southern",303900,"March",62,303067
2012,"Southern",304900,"March",69,304680
2013,"Southern",306400,"March",38,305689
2014,"Southern",309900,"March",58,308574
1997,"Auckland",NA,"March",141,NA
1998,"Auckland",NA,"March",137,NA
1999,"Auckland",NA,"March",49,NA
2000,"Auckland",NA,"March",61,NA
2001,"Auckland",NA,"March",64,NA
2002,"Auckland",NA,"March",118,NA
2003,"Auckland",NA,"March",126,NA
2004,"Auckland",NA,"March",134,NA
2005,"Auckland",NA,"March",78,NA
2006,"Auckland",428300,"March",138,426709
2007,"Auckland",432200,"March",124,430997
2008,"Auckland",436000,"March",58,434613
2009,"Auckland",441000,"March",48,439303
2010,"Auckland",445900,"March",56,444188
2011,"Auckland",451700,"March",40,449807
2012,"Auckland",456000,"March",50,454773
2013,"Auckland",460500,"March",24,458504
2014,"Auckland",471900,"March",35,467263
1997,"Counties Manukau",NA,"March",81,NA
1998,"Counties Manukau",NA,"March",78,NA
1999,"Counties Manukau",NA,"March",29,NA
2000,"Counties Manukau",NA,"March",55,NA
2001,"Counties Manukau",NA,"March",41,NA
2002,"Counties Manukau",NA,"March",71,NA
2003,"Counties Manukau",NA,"March",129,NA
2004,"Counties Manukau",NA,"March",92,NA
2005,"Counties Manukau",NA,"March",51,NA
2006,"Counties Manukau",454800,"March",106,452192
2007,"Counties Manukau",461600,"March",87,459478
2008,"Counties Manukau",467400,"March",36,465537
2009,"Counties Manukau",472900,"March",44,471047
2010,"Counties Manukau",478900,"March",38,476812
2011,"Counties Manukau",485600,"March",29,483331
2012,"Counties Manukau",491500,"March",37,489854
2013,"Counties Manukau",496300,"March",24,494098
2014,"Counties Manukau",509200,"March",31,504314
1997,"Waikato",NA,"March",61,NA
1998,"Waikato",NA,"March",75,NA
1999,"Waikato",NA,"March",50,NA
2000,"Waikato",NA,"March",58,NA
2001,"Waikato",NA,"March",52,NA
2002,"Waikato",NA,"March",54,NA
2003,"Waikato",NA,"March",101,NA
2004,"Waikato",NA,"March",117,NA
2005,"Waikato",NA,"March",57,NA
2006,"Waikato",350200,"March",70,348886
2007,"Waikato",353800,"March",67,352631
2008,"Waikato",357500,"March",34,356195
2009,"Waikato",362000,"March",47,360430
